100	0	0		#STAGE     VOLUME     AREA
101.0333333	20296.30664	412.7543608		
102.0666667	41222.23537	1104.15722		
103.1	63058.62417	1815.130385		
104.1333333	85805.47305	2545.673854		
105.1666667	109462.782	3295.787629		
106.2	134030.551	4065.471709		
107.2333333	159508.7801	4854.726094		
108.2666667	185897.4693	5663.550784		
109.3	213196.6186	6491.94578		
110.3333333	241406.2279	7339.91108		
111.3666667	270526.2973	8207.446686		
112.4	300556.8268	9094.552597		
113.4333333	331497.8163	10001.22881		
114.4666667	363349.2659	10927.47533		
115.5	396111.1756	11873.29216		
116.5333333	429783.5454	12838.67929		
117.5666667	464366.3752	13823.63673		
118.6	499859.6651	14828.16447		
119.6333333	536263.4151	15852.26252		
120.6666667	573577.6252	16895.93087		
121.7	611802.2954	17959.16952		
122.7333333	650937.4256	19041.97849		
123.7666667	690983.0159	20144.35775		
124.8	731939.0662	21266.30733		
125.8333333	773805.5767	22407.8272		
126.8666667	816582.5472	23568.91739		
127.9	860269.9778	24749.57787		
128.9333333	904867.8684	25949.80867		
129.9666667	950376.2192	27169.60977		
131	996795.03	28408.98117		
132.0333333	1044152.753	29668.53445		
133.0666667	1092420.936	30947.65803		
134.1	1141599.578	32246.35193		
135.1333333	1191688.681	33564.61612		
136.1666667	1242688.245	34902.45062		
137.2	1294598.268	36259.85543		
138.2333333	1347418.751	37636.83054		
139.2666667	1401149.694	39033.37596		
140.3	1455791.098	40449.49168		
141.3333333	1511342.961	41885.1777		
142.3666667	1567805.284	43340.43404		
143.4	1625178.068	44815.26067		
144.4333333	1683461.312	46309.65761		
145.4666667	1742655.015	47823.62486		
146.5	1802759.179	49357.16241		
147.5333333	1863773.803	50910.27027		
148.5666667	1925698.887	52482.94843		
149.6	1988534.431	54075.1969		
150.6333333	2052280.435	55687.01567		
151.6666667	2116936.899	57318.40475		
152.7	2182503.824	58969.36414		
153.7333333	2248981.208	60639.89382		
154.7666667	2316369.052	62329.99382		
155.8	2384667.357	64039.66412		
156.8333333	2453876.121	65768.90472		
157.8666667	2523995.346	67517.71563		
158.9	2595025.031	69286.09684		
159.9333333	2666965.175	71074.04836		
160.9666667	2739815.78	72881.57019		
162	2813576.845	74708.66232		
163.0333333	2888276.822	76555.93632		
164.0666667	2963887.259	78422.78063		
165.1	3040408.156	80309.19525		
166.1333333	3117839.513	82215.18017		
167.1666667	3196181.33	84140.7354		
168.2	3275433.608	86085.86093		
169.2333333	3355596.345	88050.55677		
170.2666667	3436669.542	90034.82291		
171.3	3518653.2	92038.65936		
172.3333333	3601547.317	94062.06611		
173.3666667	3685351.895	96105.04317		
174.4	3770066.933	98167.59053		
175.4333333	3855692.43	100249.7082		
176.4666667	3942228.388	102351.3962		
177.5	4029674.806	104472.6545		
178.5333333	4118031.684	106613.483		
179.5666667	4207299.022	108773.8819		
180.6	4297476.82	110953.8511		
181.6333333	4388565.078	113153.3906		
182.6666667	4480563.797	115372.5004		
183.7	4573472.975	117611.1805		
184.7333333	4667292.613	119869.4309		
185.7666667	4762022.712	122147.2517		
186.8	4857663.271	124444.6427		
187.8333333	4954214.289	126761.604		
188.8666667	5051675.768	129098.1357		
189.9	5150047.707	131454.2376		
190.9333333	5249330.106	133829.9098		
191.9666667	5349522.965	136225.1524		
193	5450626.284	138639.9652		
194.0333333	5552668.515	141074.96		
195.0666667	5655621.206	143529.525		
196.1	5759484.357	146003.6604		
197.1333333	5864257.968	148497.366		
198.1666667	5969942.039	151010.642		
199.2	6076536.571	153543.4882		
200.2333333	6184041.562	156095.9048		
201.2666667	6292457.014	158667.8917		
202.3	6401782.925	161259.4488		
203.3333333	6512019.297	163870.5763		
204.3666667	6623166.128	166501.2741		
205.4	6735223.42	169151.5422		
206.4333333	6848191.172	171821.3806		
207.4666667	6962069.384	174510.7893		
208.5	7076858.056	177219.7683		
209.5333333	7192557.188	179948.3176		
210.5666667	7309166.78	182696.4372		
211.6	7426686.833	185464.1271		
212.6333333	7545117.345	188251.3873		
213.6666667	7664458.317	191058.2179		
214.7	7784709.75	193884.6187		
215.7333333	7905871.642	196730.5899		
216.7666667	8027943.995	199596.1313		
217.8	8150926.808	202481.2431		
218.8333333	8274820.08	205385.9251		
219.8666667	8399623.813	208310.1775		
220.9	8525338.006	211254.0001		
221.9333333	8651962.659	214217.3931		
222.9666667	8779497.772	217200.3564		
224	8907943.345	220202.89		
225.0333333	9037327.83	223225.6054		
226.0666667	9167622.776	226267.8912		
227.1	9298828.181	229329.7473		
228.1333333	9430944.046	232411.1736		
229.1666667	9563970.371	235512.1703		
230.2	9697907.157	238632.7373		
231.2333333	9832754.402	241772.8746		
232.2666667	9968512.108	244932.5822		
233.3	10105180.27	248111.8601		
234.3333333	10242758.9	251310.7083		
235.3666667	10381247.99	254529.1268		
236.4	10520647.53	257767.1156		
237.4333333	10660957.54	261024.6747		
238.4666667	10802178	264301.8042		
239.5	10944308.93	267598.5039		
240.5333333	11087350.32	270914.7739		
241.5666667	11231302.16	274250.6143		
242.6	11376164.47	277606.0249		
243.6333333	11521937.23	280981.0059		
244.6666667	11668620.46	284375.5571		
245.7	11816214.15	287789.6787		
246.7333333	11964718.29	291223.3705		
247.7666667	12114132.9	294676.6327		
248.8	12264457.97	298149.4652		
249.8333333	12415693.49	301641.868		
250.8666667	12567839.48	305153.8411		
251.9	12720895.93	308685.3845		
252.9333333	12874862.84	312236.4982		
253.9666667	13029740.2	315807.1822		
255	13119343.51	314363.8327		
