id,initial,min,max,group
pp_49_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_50_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_51_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_52_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_53_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_54_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_55_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_56_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_57_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_58_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_59_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_60_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_61_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_62_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_63_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_64_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_65_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_66_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_67_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_68_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_69_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_70_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_71_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_72_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_73_l_4,1.01E-05,1.42E-08,1.00E-04,ppts_l4
pp_74_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_75_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_76_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_77_l_4,1.13E-05,1.42E-08,1.00E-04,ppts_l4
pp_78_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_79_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_80_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_81_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_82_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_83_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_84_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_85_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_86_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_87_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_88_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_89_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_90_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_91_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_92_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_93_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_94_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_95_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_96_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_97_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_98_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_99_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
pp_100_l_4,1.00E-05,1.42E-08,1.00E-04,ppts_l4
finf_zn_01,0.8070056,0.15,1.75,finf
finf_zn_02,0.46953,0.15,1.75,finf
finf_zn_03,0.5119016,0.15,1.75,finf
finf_zn_04,0.6067146,0.15,1.75,finf
finf_zn_05,0.15,0.15,1.75,finf
finf_zn_06,0.4846876,0.15,1.75,finf
finf_zn_07,0.15,0.15,1.75,finf
finf_zn_08,0.15,0.15,1.75,finf
finf_zn_09,0.15,0.15,1.75,finf
finf_zn_10,1.716783,0.15,1.75,finf
finf_zn_11,1.75,0.15,1.75,finf
finf_zn_12,1.75,0.15,1.75,finf
surfk_lo,1.41E-02,0.00001,283465,surfk
surfk_hi,9.00E-02,0.0001,283465,surfk
pet_zn_01,1.5,0.2,1.5,pet
pet_zn_02,1.49999,0.2,1.5,pet
pet_zn_03,0.2010196,0.2,1.5,pet
pet_zn_04,1.5,0.2,1.5,pet
pet_zn_05,1.3464,0.2,1.5,pet
pet_zn_06,0.2000084,0.2,1.5,pet
pet_zn_07,0.5000005,0.2,1.5,pet
pet_zn_08,0.2,0.2,1.5,pet
pet_zn_09,0.2,0.2,1.5,pet
pet_zn_10,1.5,0.2,1.5,pet
pet_zn_11,1.5,0.2,1.5,pet
pet_zn_12,1.482674,0.2,1.5,pet
