date,ymd,calaveras_reservoir,pond_f2,pond_f3e,pond_f3w,pond_f4,pond_f6,ready_mix_pond,san_antonio_reservoir
6/18/2012,20120618,683.4,-999,-999,215.5410417,-999,175.2795833,256.2191667,464.2
6/19/2012,20120619,683.4,-999,-999,215.1759375,-999,175.39125,255.8398958,464.1
6/20/2012,20120620,683.4,-999,-999,214.8717708,-999,175.4572917,255.4386458,464.1
6/21/2012,20120621,683.4,-999,-999,214.5664583,-999,175.6772917,255.04375,463.8
6/22/2012,20120622,683.4,-999,-999,214.3773958,-999,175.8121875,254.7420833,463.7
6/23/2012,20120623,683.4,-999,-999,214.35125,-999,175.8771875,254.5801042,463.6
6/24/2012,20120624,683.3,-999,-999,214.4089583,-999,176.1071875,254.5521875,463.4
6/25/2012,20120625,683.3,-999,-999,214.2926042,-999,176.2703125,254.3586458,463.3
6/26/2012,20120626,683.3,-999,-999,213.9579167,-999,176.2805208,253.9614583,463.3
6/27/2012,20120627,683.3,-999,-999,213.7236458,-999,176.276875,253.6528125,463.1
6/28/2012,20120628,683.3,-999,-999,213.5567708,-999,176.5132292,253.5908333,462.9
6/29/2012,20120629,683.2,-999,-999,213.2958333,-999,176.6553125,253.5221875,462.7
6/30/2012,20120630,683.2,-999,-999,213.25875,-999,176.6603125,253.6013542,462.6
7/1/2012,20120701,683.2,-999,-999,213.3629167,-999,176.6709375,253.6101042,462.5
7/2/2012,20120702,683.2,-999,-999,213.1970833,-999,176.7145833,253.4727083,462.3
7/3/2012,20120703,683.2,-999,-999,212.8285417,-999,176.7848958,253.4083333,462.2
7/4/2012,20120704,683.2,-999,-999,212.7448958,-999,176.8061458,253.6207292,462.1
7/5/2012,20120705,683.2,-999,-999,212.68125,-999,177.0326042,253.5385417,462
7/6/2012,20120706,683.2,-999,-999,212.468125,-999,177.13375,253.5585417,461.7
7/7/2012,20120707,683,-999,-999,212.3961458,-999,177.1544792,253.674375,461.7
7/8/2012,20120708,683,-999,-999,212.5298958,-999,177.2475,253.7009375,461.2
7/9/2012,20120709,683,-999,-999,212.429375,-999,177.3316667,253.6247917,461.3
7/10/2012,20120710,683,-999,-999,212.1855208,-999,177.2655208,253.5827083,461.2
7/11/2012,20120711,683,-999,-999,211.8592708,-999,177.2670833,253.4955208,461
7/12/2012,20120712,682.9,-999,-999,211.6029167,-999,177.3321875,253.4653125,460.8
7/13/2012,20120713,682.9,-999,-999,211.3394792,-999,177.5142708,253.6130208,460.7
7/14/2012,20120714,682.9,-999,-999,210.4265625,-999,177.5917708,253.8569792,460.5
7/15/2012,20120715,682.9,-999,-999,209.4384375,-999,177.6184375,253.8886458,460.4
7/16/2012,20120716,683,-999,-999,208.558125,-999,177.6692708,253.7673958,460.2
7/17/2012,20120717,683,-999,-999,208.4120833,-999,177.8188542,253.8608333,460.1
7/18/2012,20120718,682.9,-999,-999,208.3738542,-999,177.9020833,253.9444792,459.9
7/19/2012,20120719,682.9,-999,-999,208.2575,-999,177.9958333,254.008125,459.8
7/20/2012,20120720,682.9,-999,-999,207.9852083,-999,178.0547917,253.9832292,459.7
7/21/2012,20120721,682.8,-999,-999,207.8564583,-999,177.9961458,254.085625,459.6
7/22/2012,20120722,682.9,-999,-999,207.729375,-999,177.9878125,254.1171875,459.5
7/23/2012,20120723,682.9,-999,-999,207.3827083,-999,178.0364583,253.9846875,459.3
7/24/2012,20120724,682.9,-999,-999,207.0342708,-999,178.1339583,253.925,459.1
7/25/2012,20120725,682.9,-999,-999,206.7640625,-999,178.1903125,253.9139583,460.4
7/26/2012,20120726,682.8,-999,-999,206.3786458,-999,178.2340625,253.9057292,458.8
7/27/2012,20120727,682.8,-999,-999,206.2633333,-999,178.3263542,253.9748958,458.7
7/28/2012,20120728,682.8,-999,-999,206.0789583,-999,178.4202083,254.0066667,458.6
7/29/2012,20120729,682.7,-999,-999,205.9780208,-999,178.435,253.9535417,458.6
7/30/2012,20120730,682.8,-999,-999,206.0696875,-999,178.3642708,253.9026042,458.4
7/31/2012,20120731,682.8,-999,-999,205.9035417,-999,178.42375,253.9342708,458.4
8/1/2012,20120801,682.8,-999,-999,205.4376042,-999,178.49875,253.9409375,458.3
8/2/2012,20120802,682.6,-999,-999,204.964375,-999,178.4560417,253.9623958,458.2
8/3/2012,20120803,682.6,-999,-999,204.910625,-999,178.3813542,254.2154167,458.1
8/4/2012,20120804,682.5,-999,-999,205.0166667,-999,178.4767708,254.5116667,457.9
8/5/2012,20120805,682.5,-999,-999,205.1608333,-999,178.6610417,254.549375,457.9
8/6/2012,20120806,682.5,-999,-999,205.323125,-999,178.7648958,254.4036458,457.8
8/7/2012,20120807,682.5,-999,-999,205.4954167,-999,178.7486458,254.4544792,457.7
8/8/2012,20120808,682.5,-999,-999,205.710625,-999,178.7211458,254.5801042,457.6
8/9/2012,20120809,682.5,-999,-999,205.9482292,-999,178.67125,254.5628125,457.6
8/10/2012,20120810,682.5,-999,-999,206.1564583,-999,178.6042708,254.6760417,457.5
8/11/2012,20120811,682.5,-999,-999,206.344375,-999,178.6079167,254.7546875,457.4
8/12/2012,20120812,682.5,-999,-999,206.5492708,-999,178.7188542,254.6985417,457.4
8/13/2012,20120813,682.5,-999,-999,206.7285417,-999,178.7409375,254.5153125,457.3
8/14/2012,20120814,682.4,-999,-999,206.8958333,-999,178.7453125,254.3966667,457.3
8/15/2012,20120815,682.4,-999,-999,207.0551042,-999,178.8229167,254.429375,457
8/16/2012,20120816,682.4,-999,-999,207.2555208,-999,178.9539583,254.429375,456.9
8/17/2012,20120817,682.4,-999,-999,207.4054167,-999,179.0288542,254.3895833,456.8
8/18/2012,20120818,682.4,-999,-999,207.5889583,-999,179.0170833,254.4076042,456.7
8/19/2012,20120819,682.4,-999,-999,207.7744792,-999,179.0369792,254.6065625,456.6
8/20/2012,20120820,682.4,-999,-999,207.9285417,-999,179.0279167,254.674375,456.5
8/21/2012,20120821,682.3,-999,-999,208.118125,-999,179.0567708,254.7186458,456.4
8/22/2012,20120822,682.3,-999,-999,208.2421875,-999,179.0892708,254.658125,456.3
8/23/2012,20120823,682.3,-999,-999,208.4027083,-999,179.0944792,254.6321875,456.2
8/24/2012,20120824,682.2,-999,-999,208.5329167,-999,179.089375,254.5908333,456.2
8/25/2012,20120825,682.2,-999,-999,208.6682292,-999,179.1070833,254.6201042,456.1
8/26/2012,20120826,682.2,-999,-999,208.8248958,-999,179.2626042,254.6523958,456.1
8/27/2012,20120827,682.2,-999,-999,208.950625,-999,179.3369792,254.4911458,455.9
8/28/2012,20120828,682.2,-999,-999,209.0886458,-999,179.3466667,254.4134375,455.83
8/29/2012,20120829,682.1,-999,-999,209.15,-999,179.2560417,254.45875,455.75
8/30/2012,20120830,682,-999,-999,209.2476042,-999,179.209375,254.67,455.68
8/31/2012,20120831,682,-999,-999,209.4319792,-999,179.37875,254.9903125,455.6
9/1/2012,20120901,682,-999,-999,209.5077083,-999,179.4773958,255.2919792,455.6
9/2/2012,20120902,682,-999,-999,209.54875,-999,179.4482292,255.3127083,455.6
9/3/2012,20120903,682,-999,-999,209.6132292,-999,179.47625,255.2970833,455.6
9/4/2012,20120904,682,-999,-999,209.7044792,-999,179.5408333,255.1689583,455.6
9/5/2012,20120905,682,-999,-999,209.8875,-999,179.5502083,255.27,455.8
9/6/2012,20120906,682,-999,-999,209.7458333,-999,179.5726042,255.3679167,455.9
9/7/2012,20120907,681.8,-999,-999,209.703125,-999,179.69,255.333125,456.1
9/8/2012,20120908,681.8,-999,-999,209.5507292,-999,179.7080208,255.3495833,456.2
9/9/2012,20120909,681.8,-999,-999,209.4296875,-999,179.6744792,255.3810417,456.3
9/10/2012,20120910,681.9,-999,-999,209.1620833,-999,179.5913542,255.3319792,456.5
9/11/2012,20120911,681.9,-999,-999,208.9657292,-999,179.6259375,255.3417708,456.6
9/12/2012,20120912,681.8,-999,-999,208.6354167,-999,179.781875,255.3691667,456.8
9/13/2012,20120913,681.8,-999,-999,208.1773958,-999,179.8410417,255.4113542,456.9
9/14/2012,20120914,681.8,-999,-999,208.1123958,-999,179.8670833,255.4142708,457
9/15/2012,20120915,681.8,-999,-999,207.5180208,-999,179.8555208,255.3996875,457
9/16/2012,20120916,681.8,-999,-999,206.726875,-999,179.8326042,255.3605208,457
9/17/2012,20120917,681.8,-999,-999,206.0559375,-999,179.8826042,255.2198958,456.9
9/18/2012,20120918,681.8,-999,-999,206.0839583,-999,179.976875,255.1464583,456.9
9/19/2012,20120919,681.8,-999,-999,206.1073958,-999,180.0059375,255.1194792,456.8
9/20/2012,20120920,681.8,-999,-999,206.2765625,-999,179.9825,255.1509375,456.8
9/21/2012,20120921,681.8,-999,-999,206.373125,-999,179.9023958,255.3070833,456.9
9/22/2012,20120922,681.8,-999,-999,206.4454167,-999,179.8857292,255.3072917,457.2
9/23/2012,20120923,681.8,-999,-999,206.548125,-999,179.9392708,255.27375,457.4
9/24/2012,20120924,681.8,-999,-999,206.673125,-999,179.951875,255.0764583,457.7
9/25/2012,20120925,681.8,-999,-999,206.781875,-999,179.9314583,255.0047917,457.9
9/26/2012,20120926,681.7,-999,-999,206.9352083,-999,179.936875,254.9423958,458.1
9/27/2012,20120927,681.7,-999,-999,207.0671875,-999,179.9695833,254.898125,458.4
9/28/2012,20120928,681.7,-999,-999,207.3330208,-999,180.0365625,254.9228125,458.6
9/29/2012,20120929,681.7,-999,-999,207.2721875,-999,180.0985417,255.0586458,458.8
9/30/2012,20120930,681.7,-999,-999,207.2508333,-999,180.1254167,255.0908333,459.1
10/1/2012,20121001,681.7,-999,-999,207.2457292,-999,180.0721875,254.9269792,459.3
10/2/2012,20121002,681.7,-999,-999,207.2905208,-999,179.99,254.6383333,459.3
10/3/2012,20121003,681.7,-999,-999,207.399375,-999,179.9947917,254.3664583,459.3
10/4/2012,20121004,681.7,-999,-999,207.5439583,-999,180.0941667,254.398125,459.3
10/5/2012,20121005,681.7,-999,-999,207.704375,-999,180.0708333,254.5641667,459.3
10/6/2012,20121006,681.7,-999,-999,207.8025,-999,180.0202083,254.6763542,459.4
10/7/2012,20121007,681.6,-999,-999,207.9509375,-999,180.0328125,254.6215625,459.3
10/8/2012,20121008,681.6,-999,-999,208.0952083,-999,180.1323958,254.5019792,459.3
10/9/2012,20121009,681.6,-999,-999,208.2610417,-999,180.3151042,254.4434375,459.3
10/10/2012,20121010,681.6,-999,-999,208.409375,-999,180.2613542,254.4564583,459.3
10/11/2012,20121011,681.6,-999,-999,208.4567708,-999,180.2822917,254.4534375,459.2
10/12/2012,20121012,681.6,-999,-999,208.56875,-999,180.5452083,254.4484375,459.1
10/13/2012,20121013,681.6,-999,-999,208.7014583,-999,180.7190625,254.4191667,458.8
10/14/2012,20121014,681.6,-999,-999,208.8052083,-999,180.6716667,254.3145833,458.9
10/15/2012,20121015,681.6,148.4927273,-999,208.9219277,223.7583333,180.5227083,254.3250617,458.8
10/16/2012,20121016,681.5,148.5235417,-999,209.1033333,223.7619792,180.4454167,254.4227083,458.6
10/17/2012,20121017,681.5,148.556875,-999,209.1685417,223.7454167,180.3588542,254.463125,458.6
10/18/2012,20121018,681.5,148.5910417,-999,209.275,223.7341667,180.45875,254.505,458.4
10/19/2012,20121019,681.5,148.643125,-999,209.256875,223.7188542,180.5161458,254.523125,458.3
10/20/2012,20121020,681.5,148.6775,-999,209.3613542,223.7041667,180.43625,254.6902083,458.1
10/21/2012,20121021,681.5,148.698125,-999,209.425,223.6761458,180.4453125,255.0116667,457.9
10/22/2012,20121022,681.5,148.7527083,-999,209.524375,223.6614583,180.4461458,255.2005208,458.4
10/23/2012,20121023,681.5,148.8225,-999,209.6403125,223.6639583,180.6821875,255.2623958,457.9
10/24/2012,20121024,681.5,148.8991667,-999,209.6609375,223.6561458,180.85,255.3317708,457.8
10/25/2012,20121025,681.5,148.9402083,-999,209.7277083,223.6484375,181.013125,255.3764583,458.6
10/26/2012,20121026,681.5,148.9585417,-999,209.9733333,223.6221875,181.0489583,255.2898958,458.5
10/27/2012,20121027,681.5,148.9964583,-999,210.2666667,223.6047917,180.9182292,255.4465625,457.5
10/28/2012,20121028,681.4,149.0327083,-999,210.390625,223.5988542,181.0715625,255.7946875,457.4
10/29/2012,20121029,681.4,149.0772917,-999,210.8338542,223.5877083,181.2210417,256.0855208,457.3
10/30/2012,20121030,681.4,149.125625,-999,212.306875,223.5640625,181.181875,256.1661458,457.3
10/31/2012,20121031,681.4,149.153125,-999,214.3259375,223.5503125,181.1782292,256.1625,457.2
11/1/2012,20121101,681.4,149.2008333,-999,214.505,223.548125,181.3870833,256.1842708,457.2
11/2/2012,20121102,681.4,149.211875,-999,213.2475,223.5201042,181.51,256.1657292,457.1
11/3/2012,20121103,681.4,149.2504167,-999,211.32625,223.5195833,181.6492708,256.2184375,457
11/4/2012,20121104,681.4,149.2758333,-999,211.226875,223.4944792,181.7321875,256.2441667,456.9
11/5/2012,20121105,681.4,149.301875,-999,211.193125,223.4628125,181.6847917,256.0783333,456.8
11/6/2012,20121106,681.4,149.351875,-999,211.1891667,223.4508333,181.6577083,255.8594792,456.7
11/7/2012,20121107,681.4,149.3870833,-999,211.4646875,223.4497917,181.6745833,255.5740625,456.6
11/8/2012,20121108,681.4,149.4020833,-999,211.62,223.435625,181.6567708,255.2770833,456.6
11/9/2012,20121109,681.5,149.4404167,-999,211.6589583,223.4258333,181.6764583,254.9415625,456.6
11/10/2012,20121110,681.5,149.4764583,-999,211.7260417,223.399375,181.8855208,254.6823958,456.4
11/11/2012,20121111,681.5,149.5433333,-999,211.0298958,223.4048958,182.1173958,254.8635417,456.3
11/12/2012,20121112,681.4,149.57125,-999,210.2455208,223.3719792,182.2001042,255.030625,456.2
11/13/2012,20121113,681.4,149.6095833,-999,210.3251042,223.3529167,182.0976042,255.0332292,456.2
11/14/2012,20121114,681.4,149.6320833,-999,210.3777083,223.345,182.0842708,255.064375,456
11/15/2012,20121115,681.4,149.646875,-999,210.4605208,223.3329167,182.1169792,255.0877083,456
11/16/2012,20121116,681.4,149.664375,-999,210.5494792,223.3116667,182.1833333,255.1401042,455.9
11/17/2012,20121117,681.4,149.7127083,-999,210.583125,223.3188542,182.1948958,255.4001042,455.8
11/18/2012,20121118,681.3,149.7658333,-999,209.505,223.3461458,182.5366667,255.8321875,455.8
11/19/2012,20121119,681.3,149.7925,-999,208.7201042,223.3066667,182.7072917,256.0190625,455.7
11/20/2012,20121120,681.3,149.8235417,-999,208.7382292,223.2997917,182.6721875,256.0010417,455.4
11/21/2012,20121121,681.3,149.856875,-999,208.7190625,223.2972917,182.7745833,255.715,455.4
11/22/2012,20121122,681.4,149.884375,-999,208.7903125,223.290625,182.9294792,255.5932292,455.4
11/23/2012,20121123,681.4,149.9085417,-999,208.8015625,223.2926042,183.0234375,255.6139583,455.4
11/24/2012,20121124,681.3,149.9314583,-999,209.2579167,223.2942708,182.9864583,255.6236458,455.3
11/25/2012,20121125,681.3,149.9510417,-999,209.8327083,223.2870833,182.908125,255.6727083,455.2
11/26/2012,20121126,681.3,149.97625,-999,209.2567708,223.2715625,183.0079167,255.5003125,455.1
11/27/2012,20121127,681.3,150.0070833,-999,208.7048958,223.27,183.1086458,255.2503125,454.9
11/28/2012,20121128,681.3,150.04125,-999,208.3484375,223.2523958,183.0401042,255.0353125,454.9
11/29/2012,20121129,681.3,150.0666667,-999,208.2153125,223.2567708,183.179375,254.7864583,454.8
11/30/2012,20121130,681.4,150.2491667,-999,208.5648958,223.3860417,183.333125,255.1866667,454.8
12/1/2012,20121201,681.8,150.3785417,-999,208.749375,223.4623958,183.6244792,255.6398958,454.8
12/2/2012,20121202,682.1,150.5366667,-999,209.1055208,223.786875,183.8376042,256.1764583,454.8
12/3/2012,20121203,685.8,150.6489583,-999,210.0014583,224.4935417,184.4115625,256.6215625,455.2
12/4/2012,20121204,685.9,150.7245833,-999,210.929375,224.7284375,184.7476042,256.7442708,455.2
12/5/2012,20121205,686.2,150.8672917,-999,211.7020833,224.9370833,185.0232292,256.51,454.8
12/6/2012,20121206,686.4,150.995625,-999,212.3398958,225.1402083,185.4061458,256.2773958,455.3
12/7/2012,20121207,686.3,151.111875,-999,212.7394792,225.3129167,185.7815625,256.0317708,455.5
12/8/2012,20121208,686.3,151.2291667,-999,212.4846875,225.5013542,186.1371875,255.8238542,455.6
12/9/2012,20121209,686.1,151.3227083,-999,212.9139583,225.6398958,186.609375,255.7359375,455.6
12/10/2012,20121210,686,151.435625,-999,213.2321875,225.7471875,187.060625,255.5610417,455.8
12/11/2012,20121211,686,151.554375,-999,213.5092708,225.8308333,187.2473958,255.2377083,455.8
12/12/2012,20121212,685.9,151.6316667,-999,213.8725,225.8846875,187.4686458,254.9578125,455.8
12/13/2012,20121213,685.8,151.70625,-999,214.1217708,225.9021875,187.8067708,254.6522917,455.8
12/14/2012,20121214,685.8,151.773125,-999,214.181875,225.8952083,188.095,254.3488542,455.8
12/15/2012,20121215,685.7,151.8414583,-999,214.1592708,225.9139583,188.5659375,254.3145833,455.9
12/16/2012,20121216,685.3,151.888125,-999,213.3646875,225.9140625,188.9248958,254.5772917,456.4
12/17/2012,20121217,684.9,151.9552083,-999,212.7336458,225.8957292,189.2070833,254.8426042,456.7
12/18/2012,20121218,684.6,152.0004167,-999,212.7733333,225.885625,189.5392708,254.955,457.2
12/19/2012,20121219,684.2,152.0464583,-999,212.1247917,225.9167708,190.06,255.1355208,457.3
12/20/2012,20121220,683.9,152.07625,-999,211.3404167,226.0116667,190.2341667,255.2807292,457.7
12/21/2012,20121221,683.5,152.135,-999,210.9272917,226.1134375,190.2764583,255.2845833,458.1
12/22/2012,20121222,683,152.2633333,-999,211.4544792,226.305625,190.7682292,255.31125,458.5
12/23/2012,20121223,683.5,152.4185417,-999,212.4160417,226.7714583,191.4352083,255.5039583,459.1
12/24/2012,20121224,687.4,152.6575,-999,214.8544792,228.6073958,192.4463542,255.8025,460.8
12/25/2012,20121225,688,152.77875,-999,216.6459375,229.07375,192.9007292,255.8539583,462.5
12/26/2012,20121226,688.3,152.956875,-999,217.8315625,229.3977083,193.5357292,255.86625,462
12/27/2012,20121227,688.9,153.1227083,-999,218.9275,229.6863542,194.2505208,255.6625,462.6
12/28/2012,20121228,688.9,153.294375,-999,219.6925,229.9715625,194.7604167,255.3371875,462.9
12/29/2012,20121229,688.7,153.4614583,-999,219.7836458,230.2201042,195.2467708,255.2417708,463
12/30/2012,20121230,688.5,153.6097917,-999,219.6755208,230.4691667,195.8840625,255.2682292,463
12/31/2012,20121231,688,153.7266667,-999,219.4608333,230.6598958,196.6444792,255.28375,463.1
1/1/2013,20130101,687.9,153.8560417,-999,219.6604167,230.8676042,197.2432292,255.3336458,463.1
1/2/2013,20130102,687.5,153.9697917,-999,219.4690625,231.0659375,197.713125,255.3344792,463.1
1/3/2013,20130103,686.8,154.106875,-999,219.5433333,231.2373958,198.2141667,255.2716667,463.1
1/4/2013,20130104,686.7,154.2852083,-999,219.6157292,231.4117708,198.7434375,255.2603125,463.1
1/5/2013,20130105,686.3,154.4922917,-999,219.7766667,231.5690625,199.1680208,255.2817708,463.2
1/6/2013,20130106,685.9,154.7279167,-999,219.9009375,231.7661458,199.7057292,255.3557292,463.2
1/7/2013,20130107,685.5,154.9241667,-999,220.0686458,231.9227083,200.3305208,255.3485417,463.2
1/8/2013,20130108,685,155.088125,-999,220.285,232.0758333,200.8341667,255.28,463.2
1/9/2013,20130109,684.6,155.2329167,-999,220.4227083,232.2291667,201.1733333,255.2861458,463.1
1/10/2013,20130110,684.2,155.4033333,-999,220.7113542,232.3617708,201.6870833,255.10625,463.2
1/11/2013,20130111,683.8,155.5545833,-999,220.9359375,232.504375,202.3484375,254.8265625,463.2
1/12/2013,20130112,683.4,155.7252083,-999,221.025625,232.6325,202.9067708,254.7892708,463.2
1/13/2013,20130113,682.9,155.8725,-999,221.105625,232.7584375,203.4722917,254.8020833,463.2
1/14/2013,20130114,682.4,156.0060417,-999,221.2370833,232.84125,204.1627083,254.660625,463.2
1/15/2013,20130115,682,156.1754167,-999,221.4640625,232.9491667,204.73125,254.3532292,463.2
1/16/2013,20130116,681.6,156.356875,-999,221.5551042,233.0326042,205.0215625,254.0384375,463.2
1/17/2013,20130117,681.2,156.500625,-999,221.6248958,233.091875,205.2470833,253.7325,463.2
1/18/2013,20130118,681,156.6316667,-999,221.8254167,233.1564583,205.5690625,253.606875,463.2
1/19/2013,20130119,680.9,156.7541667,-999,222.5776042,233.2152083,206.0042708,253.465625,463.2
1/20/2013,20130120,680.7,156.863125,-999,223.1466667,233.2720833,206.4928125,253.3727083,463.2
1/21/2013,20130121,680.5,156.9797917,-999,223.6048958,233.30875,206.9014583,253.2147917,463.2
1/22/2013,20130122,680.4,157.0970833,-999,223.9653125,233.3539583,207.1608333,252.9339583,463.2
1/23/2013,20130123,680.1,157.220625,-999,224.1772917,233.3908333,207.4526042,252.8873958,463.2
1/24/2013,20130124,680,157.3552083,-999,224.4052083,233.4548958,207.8991667,253.0234375,463.3
1/25/2013,20130125,680,157.491875,-999,223.65,233.5527083,208.22125,253.1394792,463.4
1/26/2013,20130126,679.8,157.605625,-999,222.740625,233.6208333,208.4204167,253.4194792,463.5
1/27/2013,20130127,679.8,157.7029167,-999,221.9915625,233.6834375,208.9328125,253.800625,463.5
1/28/2013,20130128,679.9,157.8022917,-999,221.4048958,233.7272917,209.4596875,253.9936458,463.5
1/29/2013,20130129,679.6,157.9004167,-999,221.1301042,233.7375,210.0035417,254.121875,463.5
1/30/2013,20130130,679.6,157.9914583,-999,220.6841667,233.7615625,210.3065625,254.3052083,463.5
1/31/2013,20130131,679.5,158.1365957,-999,220.4629167,233.7545263,210.46375,254.8255319,463.5
2/1/2013,20130201,679.4,158.2814583,-999,220.3459375,233.7670833,210.5728125,255.3588542,463.5
2/2/2013,20130202,679.4,158.366875,-999,220.2023958,233.7977083,210.9346875,255.561875,463.1
2/3/2013,20130203,679.4,158.4566667,-999,219.91375,233.7795833,211.2804167,255.8871875,462.7
2/4/2013,20130204,679.7,158.5377083,-999,219.73125,233.7370833,211.4605208,256.08875,462.3
2/5/2013,20130205,679.8,158.6095833,-999,219.5540625,233.6747917,211.546875,256.1429167,461.9
2/6/2013,20130206,679.8,158.6927083,-999,219.3752083,233.598125,211.7097917,256.15375,461.6
2/7/2013,20130207,679.9,158.754375,-999,219.1038542,233.5314583,211.8764583,256.3166667,461.3
2/8/2013,20130208,679.9,158.8535417,-999,218.9065625,233.4653125,212.1271875,256.4501042,461
2/9/2013,20130209,680,158.9020833,-999,218.7763542,233.4001042,212.5170833,256.6446875,460.7
2/10/2013,20130210,679.2,158.9714583,-999,219.193125,233.3472917,212.8559375,256.9932292,460.7
2/11/2013,20130211,679,159.0272917,-999,218.7311458,233.2507292,213.1646875,257.2,460.7
2/12/2013,20130212,677,159.09625,-999,218.1217708,233.1716667,213.4202083,257.2909375,460.9
2/13/2013,20130213,676,159.1477083,-999,218.1490625,233.0715625,213.4780208,257.3909375,461.3
2/14/2013,20130214,676,159.201875,-999,219.305625,232.9947917,213.3969792,257.431875,461.3
2/15/2013,20130215,676,159.2545833,-999,220.7611458,232.9510417,213.4058333,257.491875,461.1
2/16/2013,20130216,676,159.3252083,-999,221.7098958,232.9227083,213.4279167,257.4752083,460.7
2/17/2013,20130217,676,159.3691667,-999,222.136875,232.9094792,213.5133333,257.4426042,460.3
2/18/2013,20130218,676,159.4195833,-999,222.6313542,232.9044792,213.7603125,257.471875,459.9
2/19/2013,20130219,676,159.5039583,-999,223.0332292,232.8810417,213.7797917,257.3467708,459.6
2/20/2013,20130220,676,159.5997917,-999,223.1538542,232.8648958,214.0760417,257.0714583,459.2
2/21/2013,20130221,677,159.6735417,-999,221.9957292,232.8211458,214.2535417,256.7254167,458.8
2/22/2013,20130222,677,159.7404167,-999,219.3154167,232.7564583,214.376875,256.5595833,458.5
2/23/2013,20130223,677,159.7970833,-999,216.9291667,232.7227083,214.4852083,256.39,458.2
2/24/2013,20130224,677,159.861875,-999,214.554375,232.6485417,214.7276042,256.2801042,457.9
2/25/2013,20130225,676.9,159.92375,-999,212.0282292,232.5865625,214.8641667,256.1421875,457.6
2/26/2013,20130226,677,159.96625,-999,212.78625,232.4866667,214.8089583,256.1229167,457.3
2/27/2013,20130227,676.7,160.0391667,-999,214.4560417,232.4170833,214.941875,256.1678125,457
2/28/2013,20130228,676.7,160.1047917,-999,215.6163542,232.3625,215.1002083,256.2036458,456.9
3/1/2013,20130301,676.7,160.1939583,-999,216.8684375,232.3108333,215.0060417,256.3665625,456.7
3/2/2013,20130302,676.7,160.2770833,-999,217.9103125,232.2948958,214.7984375,256.7075,456.4
3/3/2013,20130303,676.7,160.34875,-999,219.2542708,232.2742708,214.941875,257.0557292,456.3
3/4/2013,20130304,676.7,160.4241667,-999,220.4339583,232.2471875,215.0870833,257.296875,456
3/5/2013,20130305,676.7,160.4858333,-999,221.3578125,232.2198958,214.9685417,257.378125,455.8
3/6/2013,20130306,677,160.46625,-999,222.1113542,232.2115625,215.06,257.483125,455.7
3/7/2013,20130307,677,160.3991667,-999,222.57125,232.2359375,215.1080208,257.6133333,455.3
3/8/2013,20130308,677,160.3764583,-999,223.2017708,232.305,215.1515625,257.6598958,454.8
3/9/2013,20130309,677,160.3170833,-999,224.1789583,232.3078125,215.6697917,257.8379167,454.9
3/10/2013,20130310,677,160.276875,-999,224.4529167,232.3408333,215.9998958,258.1589583,454.8
3/11/2013,20130311,677,160.2447917,-999,224.3009375,232.3869792,216.0442708,258.4420833,454.7
3/12/2013,20130312,677,160.2160417,-999,224.3054167,232.38375,215.9732292,258.5135417,454.4
3/13/2013,20130313,677,160.1964583,-999,224.7547917,232.4209375,215.9630208,258.5257292,454.3
3/14/2013,20130314,677,160.1945833,-999,224.6571875,232.438125,215.9905208,258.5227083,454.1
3/15/2013,20130315,677,160.1777083,-999,224.8627083,232.4961458,215.9708333,258.5925,453.9
3/16/2013,20130316,677,160.1764583,-999,225.2047917,232.5563542,216.0623958,258.7835417,453.7
3/17/2013,20130317,677,160.1710417,-999,225.1446875,232.5983333,216.3223958,259.0854167,453.7
3/18/2013,20130318,677,160.1639583,-999,225.3827083,232.6559375,216.3848958,259.3135417,453.2
3/19/2013,20130319,677,160.1552083,-999,225.248125,232.6996875,216.3807292,259.3973958,453
3/20/2013,20130320,677,160.1529167,-999,225.3169792,232.7589583,216.378125,259.4148958,452.9
3/21/2013,20130321,677,160.1597917,-999,225.435,232.8301042,216.3995833,259.4386458,452.7
3/22/2013,20130322,677,160.1533333,-999,225.7872917,232.8921875,216.3795833,259.4804167,452.5
3/23/2013,20130323,677,160.1535417,-999,225.6979167,232.9758333,216.4884375,259.7041667,452.3
3/24/2013,20130324,677,160.1633333,-999,225.6998958,233.0486458,216.6075,260.0376042,452.1
3/25/2013,20130325,677,160.166875,-999,225.7014583,233.0965625,216.6638542,260.1185417,451.9
3/26/2013,20130326,677.5,160.1725,-999,225.8508333,233.151875,216.6646875,259.8479167,451.7
3/27/2013,20130327,677.5,160.1708333,-999,225.8271875,233.2153125,216.6820833,259.5654167,451.6
3/28/2013,20130328,677.5,160.1822917,-999,225.804375,233.2725,216.7310417,259.2261458,451.3
3/29/2013,20130329,677,160.1995833,-999,225.8533333,233.3357292,216.711875,258.8751042,451.1
3/30/2013,20130330,677,160.2114583,-999,225.9020833,233.4077083,216.7905208,258.6964583,450.9
3/31/2013,20130331,677,160.225,-999,225.9664583,233.4670833,217.0209375,258.696875,450.7
4/1/2013,20130401,678,160.2529167,-999,225.98125,233.4991667,217.1875,258.5084375,450.1
4/2/2013,20130402,678.3,160.2610417,-999,225.9880208,233.5478125,217.1721875,258.2057292,450.4
4/3/2013,20130403,678.3,160.2529167,-999,226.0626042,233.5809375,217.0430208,257.8770833,450.2
